댓글,비방,차별,성적 수치심 유발,저주/협박,악성댓글
이승기 성재는 훈내브라더 케미가 이미터짐 보는것만으로 둘케미 더보고싶어짐 ㅎ,0,0,0,0,0
악플러들 조만간 경찰서 가겠구만....낸시랭님 응원합니다,0,0,0,0,0
다 좋았는데 키스신은 과했다고 생각함. 애들도 보는 드라마인데 감독이 너무 갔다.,0,0,0,0,0
보면서 여전사역 영화해도 좋을듯,0,0,0,0,0
영상 나왔어요 ㅠㅠㅠ 보세요!,0,0,0,0,0
이제 한국에 적응이 되는듯 보였는데 벌써 여행 마무리라니 아쉬워요ㅠㅠ 프랑스편 친구들덕에 조금의 고정관념도 사라졌어요. 반갑습니다!!,0,0,0,0,0
동생분 대학 졸업식때 하지원씨 한창바쁘실때 오셨던걸로 아는데 그때 남매사이가 참좋구나 느꼈었는데 맘아프네요 기운내세요,0,0,0,0,0
정유미가 천배는 더 아깝다 이 김치-년들아!,1,1,0,0,1
손예진같은 누나가어딧어 흥,0,0,0,0,0
워낙시청률있는드라마가없어서그런가 결방한줄도몰랐네,0,0,0,0,0
"가족들에게는 정말 다행인 일이예요. 이젠 정말 어린 아내와 어린 자식들 생각하며 열심히 사세요. 화려했던 시간은 이젠 다 지나갔어요. 부모로서의 책임감 잊지 마시고 좋은 아빠, 좋은 남편으로 사세요. 아내분 상처도 어루만져주시구요.",0,0,0,0,0
한드는 포르노수준이라 절대반대다. 광고나 화보쪽으로가자,1,0,0,0,1
혜선이도 예쁘지만 난 은수,0,0,0,0,0
푸른거탑도 다시 해 주세용~,0,0,0,0,0
"멋져요.. 최고..,",0,0,0,0,0
서지혜 역시 제2의 아이린 답네요,0,0,0,0,0
전혀 반전아님. 개인적으로 덩케르크가 최고지만 저런 할리우드 상황에서 어떻게 남성성이 만연한 전쟁작품에 상을 주겠어? 당연히 무능한 경찰때문에 딸을 찾는 어머니한테 상을 주지,0,0,0,0,0
김성주 가식덩어리 양삼있음 엠비씨엔 얼씬도 하지마,1,0,0,0,1
"성숙은 됏고, 뭐 한가지 성실하게 일하시길...이것저것 재미난거 찾는사람처럼, 보이는건... 근성없고, 인내심없고, 관심종자같다라는거...연예인이라면 더 그렇게보임",1,1,0,0,1
군대가서도 힘들텐데 너무그러드질마여... 때가좀그래서 그런생각안드는건아니만...,0,0,0,0,0
최고의 몰입도로 이끄는 장혁의 명품연기...그대가 진정 대상감,0,0,0,0,0
먼 큰 죄를 저질렀다고 연예인이란 이유로 저렇게 까여야하냐?나도 여자지만 진짜 이해 안된다ㅡㅡ,0,0,0,0,0
"이 영화는 김동욱이 연기 다했는데,주연으로 해줬음 좋겠다!!!",0,0,0,0,0
이쁜 연재 화이팅! 연퀴들신경쓰지마~ 네 기사만나오면 메퇘지들이 떼로 몰려오는구나,1,1,0,0,1
연기만하면해체 하는게 공식이네,0,0,0,0,0
문죄인 외교참사 덮을려고..,1,0,0,0,1
전지현은 게스트로 안 나옴?,0,0,0,0,0
ㅋ 진짜 핑계거리 쥑이네 ㅋ 가난과 공황장애 ㅋ,1,0,0,0,1
누구나이런자리에서는이런말한다 비호감이고역겹다 방송에나오지마리,1,0,0,0,1
메갈년들이 은근히 싫어하는 영화라고 들었는데 이유를 모르겠군,1,1,0,0,1
인생연기!! 투썸즈업!!,0,0,0,0,0
신생아 이목구비 보소~ㅎ진짜 천사 두명이네♡♡,0,0,0,0,0
이상윤 우는거도 존잘,0,0,0,0,0
이쁘먼 뭐함 승질이 개떡같은데;,1,0,0,0,1
종현처럼 나쁜생각 안해야 할텐데ㅠ,0,0,0,0,0
김래원씨 팬 분들 카페에서 좌표찍고 몰려오셔서 한다는게 고작 여주인공 탓하며 여배우 까질하는 건가요? 참 황당하네요.,0,0,0,0,0
정치선동영화.전라디언영화.전라디언들은 반대표눌러주세욤,0,1,0,0,1
준 프로급인데 프로입단ㅋ,0,0,0,0,0
관장님 잼잇어요 개그맨 같으심 ㅋㅋ,0,0,0,0,0
눈물펑펑..엄마손잡고봐야지 ㅠㅠㅠㅠㅠㅠ,0,0,0,0,0
음원이 10위권이어도 1위주네..오아 대단,0,0,0,0,0
이때다 싶어서 ㅈㄴ 까는 ㅅㄲ 들 아주 기회 잡았지?? 나중에 큰 코 다침 작작 키보드 쳐대거라,0,0,0,1,1
ㅅㅂ 20대들 ㅈㄴ 많네36% ㅈㄴ 많아 ㅅㅂ,1,0,0,0,1
아무리 그래도 대상은 과했지,0,0,0,0,0
아무도없을때 사무실에서....,0,0,0,0,0
대상은 지금 생각해도 엽기,0,0,0,0,0
나는 박재범이가 누군줄도 모른다 사진이나 달랑봤지 얼굴도 자세히안봤고모르고 저놈 노래 하나도모른다 관심도 없다 다만 우리나라에 오지말라는거다 알겠냐?,0,0,0,0,0
이형 보면 안타까운게 대졸이였음 돈 더 잘벌었을건데 중졸이라 기본급이랑 호봉이 낮은걸로 알고있음,0,0,0,0,0
크리스마스에 눈이올까요 ost “사랑이 있을까” 부르신분~반가웠어요~~~^^,0,0,0,0,0
장사에 기본도 없는 사람들이 예능이라고 장사하는꼬라지 보고있자니 어이가없더라 적어도 기본은 해야지 조리하면서 모자도 안쓰고 마스크도 안쓴상태로 계속 말하고 한심하더라,1,0,0,0,1
강식당 장사 너무 더럽게 한다ᆞᆞ주방에서 위생용 입마개도 안하고 웃고 떠들고 침이 한바가지 들어가겠다ᆞ김밥은 맨 밑에 칸에 넣어 먼지도 많이 들어가겠다ᆞᆞ강식당 실패작이다ᆞ,1,0,0,0,1
깔끔한 마스크들이 뜨는군.,0,0,0,0,0
김동률이 종현 이용하는것처럼 제목 붙여놨어,0,0,0,0,0
윤계상 바빠서 되겠음? 전처럼 좀 신나는 곡 좀 나왔으면.,0,0,0,0,0
"스테판 마리노비치, 라피크 할리시 / 이순재가수, 알제리헤딩, 공무원용접, 뻐뻣쇼으악, 골키퍼수염 / 소진 1986.5.21, 소연 1987.10.5, 오승아 1988.9.13, 에일리 1989.5.30, 하니 1992.5.1, 유라 1992.11.6",0,0,0,0,0
무도 법칙 명수옹이 고생해야 재밌다ㅋㅋ,0,0,0,0,0
개콘 이수지??????,0,0,0,0,0
설마 이영화보면 빨갱이라고 못보게 하는 빨갱이 있는가?,0,1,0,0,1
난 오늘 첫째아들 부부 오히려 현실적인 사회문제 다루는것같아서 와닿았는데.. 아내 생각도 이해되고,0,0,0,0,0
사업가 얼마나 바쁜데 혼자 애좀 볼수 있지,0,0,0,0,0
부럽네 자유롭게 나를 위해 살고 싶다,0,0,0,0,0
윰블리언니 입지가 흔들립니다..후배가 먼저 승진하겠어요 분발하세요~~!! 머리 윤여정님 같이 한 거 넘 이뻐요,0,0,0,0,0
이대호 야구나 잘해라,0,0,0,0,0
필주 모현이 너무 좋아 미치겠음~~~,0,0,0,0,0
결점 찾았다!!!! 발꼬락 되게 못생겼어...ㅠ,1,0,0,0,1
제발 물갈이좀...,1,0,0,0,1
출연자 김창렬 부부 빼고 다시보고싶은데 나는,0,0,0,0,0
아이린과 아이들의 캐리무대였지,0,0,0,0,0
얘는 다리만큼 얼굴도 길어서 문제...,1,0,0,0,1
음..한물갔지 4~5년이라.. 그전에 해체기사 먼저나올듯,1,0,0,0,1
쓰잘데기 없다 내 돈 벌어주는것도 아니고..돈 잘버는 연예인들한테 뭔 걱정들을 그렇게 하시는지..평민들의 우둔함이란..,1,1,0,0,1
연말 연기대상에서 돈꽃을 많이 줬어야했는데 너무 안줬음~~ 장혁 박세영의 케미는 미친거였음!!,0,0,0,0,0
이승기 언플 개잘하네 화유기로 어그로 잘끌엇다,1,0,0,0,1
"타워팰리스를 나가던지 저딴방송을 그만하던지,하나만 선택했으면 좋겠다.그비싼 관리비내가며 남들한테 그레잇 스튜핏 외치는모습..정말 모순이고 가식적이다.",1,0,0,0,1
마더 여주 이보영은 진짜 탁월한선택인건 맞는거 같은데 그반면 아역이 아직 어떨지 모르겠음.일본원작 마더에선 아시다마나 가 아역으로 나와서 훌륭한연기를 보여줘서 더욱이 유명했던 드라마인데.. 우리나라에서 얼마나 원작을 뛰어넘을지..,0,0,0,0,0
신혜선 화려한 미인상은 아니지만 이목구비 오밀조밀하니 너무 예쁘고 팔다리 길고 늘씬해서무슨옷을 입어도 다 소화하는 특유의 세련미가 너무 좋음♡,0,0,0,0,0
연예인 얘새끼들 티비나와서 저러는거 아직도 나오냐 ㅋㅋㅋ 특히 이휘재 쌍둥이들은 아직도 나오네 삼둥이 아니엿으면 진작에 폐지됫을 망프로 그램인데 ㅉㅉ,1,0,0,1,1
그래도 SBS 연기대상이 게 중 제일 나았음. 엄기준 안 준 것만 빼면 공동수상 없고 상 갯수도 적고 분위기도 훈훈하고. 지성 남궁민 이보영 이종석 수상 모두 ㅊㅋㅊㅋ 소감도 진정성 있고 좋더라. 담에도 좋은 작품으로 좋은 연기 보여주시길 기대합니다.,0,0,0,0,0
사실 따지면 신정환은 개인사로 거짓말인한 팬심이 돌렸지만 탁재훈이는 잦은 지각에 거짓말 방송사전준비미흡 등 정말 싸가지 없는 ㅇ끼로 왜 나오는지도 몰겄다,1,0,0,0,1
이드라마는가식적이죠 거짓말을너무잘치고,1,0,0,0,1
같은 남자가봐도정이감~~동생처럼 ㅋㅋ,0,0,0,0,0
신혜선 왜케이쁘냐 아,0,0,0,0,0
후속작은 현실적으로 가자. 한 방에 20명씩 몰아놔라. 작업 없을 땐 가부좌 틀고 하루종일 벽만 쳐다봐야지. 똥싸고 센조이도 하고. 글고 감방에 게이?? 살아서 못 나가지 그 새낀,1,1,0,0,1
잘생겼다라는 말이 더 어울리는 얼굴선인데... 남장여자 컨셉 사극로맨스 찍었으면 잘 어울렸을듯...,0,0,0,0,0
조세호 넘 재밌는거 아녀 ? ㅎ 흥하세요 가즈아,0,0,0,0,0
주3회 이상 보신다는게 진짜 대단한거같아요 보통아닌 우정인듯~ 손현주 손종범님까지 좋은 배우분들 다모였다,0,0,0,0,0
누구퀴들이 가장 날뛰는지 뻔히 알지 .. 즈그가수 쳐망해 발악하는꼴 가관,1,0,0,0,1
이효리야말로 국내여솔로 레전드 1위지.. 감히 누가 넘봐,0,0,0,0,0
문재인 아들 문준용 급이네. 규만아 용화야 느그 아부지 뭐하시노?,1,0,0,0,1
태호야 아이디어없으면 그만해라,1,0,0,0,1
벤츄리라고 했던 것 같은데 ㅎ,0,0,0,0,0
왜케 안행복해 보이냐 늘..ㅜㅜ,0,0,0,0,0
비밀의 숲이랑 비교하면 어떤가요? 아직 한 편도 못봐서..괜찮으면 정주행하려고요,0,0,0,0,0
운전조심하라는 의미에서 고 라니로 하지,0,0,0,0,0
배운거 짧아서 이런 댓글 알바나 하는 집순이들아.니들 똥통 머가리에서 나오는 어휘력인지 기획사 마케팅 부서가 써준 멘트 복붙인지 몰라도 적당히 해라.한때 팬이었던 가수인데 기획사가 추하게 만드네. ㅉ,1,1,0,0,1
남자가 진짜 아깝다....,0,0,0,0,0
누굴주든 먼 상관들이냐 니들 앞길이나 신경써랔ㅋㅋ,1,0,0,0,1
세계 3대 보아 권보아 조보아 제롬보아텡,0,0,0,0,0
OOO이 보기는 싫지만 80년대생들은 에쵸티 보고싶어하겟지 솔까 젝키는 상태안좋은애들 집단이자너 탈영병 관심병사새키 구치소갓다온냉동인간 박그네친척 아이로봇 자식팔아먹고사는새키 사투리겁나심한촌뜨기 반박불가지,1,1,0,0,1
서가대 워너원 신인상 축하해♥♥다녤 아프지마♥,0,0,0,0,0
완전 노잼 예약 왜 할머니를 집어넣니.. 빅뱅 대성이 나을듯 걍 안볼란다 왜 다된 밥에 스엠 뿌리고 윤아 뿌리냐 ㅡㅡ,1,0,0,0,1
성시경 나오니깐 봐야징,0,0,0,0,0
이제 기다리기만 하면 되는건가요?유정이를 비롯해 모든 배우님들 열심히 하셔서 좋은 작품 만들어 주세요. 기대합니다.유정아 꼭 본방사수~~ 화이팅♡,0,0,0,0,0
;; 댓글 말투 다 똑같음 소름ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0
기안 불쌍.. ㅠㅠ,0,0,0,0,0
우효광 추자현 국민반찬으로 읽으신분 손~~아ㅠ 반찬을 너무 많이 사먹었나봐,0,0,0,0,0
Oh my goodness,0,0,0,0,0
빈집털고있으니까 당연하지 ㅋㅋ,0,0,0,0,0
페이스오프 수준인 사진 뽀샵에 속지마라 영상에선 화장떡칠하고 뽀샵해도 못생긴게 안가려지더라ㄷㄷ,1,0,0,0,1
신과함께는 진짜 아리랑민족이니 본거인듯?영화퀄리티는 유치뽕짝 B급.이순신영화랑 다를게뭘까?한국영화에 한계가 적나라게 보였당!,1,0,0,0,1
인위적 짝찌기의 표본 ㅋㅋㅋㅋㅋㅋ ㅅㅂ 있는것끼리 선한번처보고 결혼하는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 밥맛이다,1,0,0,0,1
목적도 없고 의미도 없는 이런 마구잡이식 비난이 도대체 누구한테 좋은건가요??,0,0,0,0,0
진짜 작가 ... 맥락도 없고 시나리오상 극적인 것도 없음 . 그렇다고 케릭터가 확실한 것도 아니고 .. 그냥 나쁜녀석들과 싸우는 약한녀석 아픈녀석 멍청한 녀석 들뿐임 ㅋㅋㅋ,1,0,0,0,1
구질구질하다... 그냥 쿨하게 헤어져주면 되지 어휴 ㅋ,1,0,0,0,1
이영애(이영애 분)? 육아에 바쁘신 이영애씨가 이 드라마에 언제 나왔었나요..?,0,0,0,0,0
부럽네요~ 잘 살아요~~!!,0,0,0,0,0
강호동 공중파 좀 싫어하는듯 프로 망해서?,1,0,0,0,1
윤도현의 구린 테이스트 음악선곡하며 핵노잼이던데 시즌 투라니...맨날 유투노래만 불러 팝송은 그거밖에 모르나봐..,1,0,0,0,1
인권이 마약한건 어쨋든 범죄임.,0,0,0,0,0
"윤여정 특징 대표작도없고 연기를 그렇게 잘하는거 같지도않고 미모가 출중한것도 아니고 표정은 항상 개띠거운데 방송나와서 자기가 마치 숀펜,히스레저라도 되는거마냥 거들먹거림",1,0,0,0,1
찌질하다 근데 너그 엄마 너그누나 그회사 다닌다이 알고나 주디 나불데라 누워서 침밷기 니얼굴에 니침 밷는격이다 알고나 잇니?? 머리속에 뭐들엇는지 몰라,1,0,0,1,1
원더걸스에서 젤 열심히 했지 젤 못생겼으니깐 .,1,1,0,0,1
산다라가 나오면 좋겠는데 이효리성덕이고 시즌3은 산다라박으로,0,0,0,0,0
딱 밝히게 생깃다이가 가시네ㅋㅋㅋ하닥하닥하는겁네ㅋ,0,0,1,0,1
백종원씨는 이런 방송 할 시간에 맛대가리 없는 본인 프랜차이즈 식당이나 좀 신경쓰세요...진짜 너무 맛이 없어요,1,0,0,0,1
초중반까지 재밌었는데 후반엔 너무 지루해서 봐야되나 싶더라,0,0,0,0,0
현남언니 라스나 해투 가즈아!!,0,0,0,0,0
어째요.저는 강식당이 더재밌어요.,0,0,0,0,0
신부님 약간 강민경 닮으셧네,0,0,0,0,0
3회남았는데 복수는 될려나 복수하나,0,0,0,0,0
첫번째 사진 아이린으로 착각한거 나뿐인가..?,0,0,0,0,0
재미도 없는거 왜 해?? 그냥 하지마 ㅡㅡ,1,0,0,0,1
쿠바왕자 윤시윤 최고♥♥,0,0,0,0,0
이제 가슴 안까나요??,0,0,1,0,1
벤틀리 드디어 나오는구나! 아이고 예뻐라 ㅠㅠ,0,0,0,0,0
이거 진심 보고싶은데 무서워서 진짜 못보겠다ㅠㅠ귀신은 너무무섭다!,0,0,0,0,0
"근데 정작음악하는애들은 아무말안하는데 꼭 막귀대중들이 뭐가잘못됐네 이러네 하네ㅋㅋ 코드진행, 멜로디 니들이 뭘아냐",1,0,0,0,1
이커플사귀는거에내전재산5천원을건다,0,0,0,0,0
갈수록 더 재미있네요. ㅎㅎ,0,0,0,0,0
오늘을 너무 기다렸어요~~,0,0,0,0,0
이제 엑소 거의 따라왔네,0,0,0,0,0
얼마나 힘드셨을까요 이혼하기까지 죽을만큼 아프고 살이찢어지고 피가나는것같은 고통이었을거라 생각되요이제부터라도 웃으세요화이팅하시고 이제부터 좋은일만 있을거에요,0,0,0,0,0
"네이버 지식인에 ㅋㅋㅋㅋ 누가 ""이일화씨 너무이쁘신데 결혼하셨나요~??""라고 질문 올렸는데, 답변 ""넵 총 3번 결혼하셨습니다^^""ㅋㅋㅋㅋㅋㅋㅋ",0,0,0,0,0
택시에서 신변잡기 돈 자랑만 하던 쓰레기 프로. 그래도 매일 이거 보고 기사쓰던 기레기들은 아쉽겠네. 이런 쓰레기가 10년을 햇다니,1,1,0,0,1
YG에서 단체관람한답니다,0,0,0,0,0
우리나라도 동성애결혼 합법화 국민청뤈 청와대에 넣었음 지굼 청원 서명 7만명임,0,0,0,0,0
아들.... 딸 낳아겠네,0,0,0,0,0
수지 대단하네 아직도 나이20중반이라 한창 물오른 나이네 현아는 더 대단하네 수지보다도 2살이 어려 ㅋㅋㅋ,0,0,0,0,0
네이버 조작사이트.sm대상조작.놀고먹고 일안하는 방통위,1,0,0,0,1
"유대위 빨리 재심으로 잘 되었으면 하는데, 그러면, 드라마에서 못 봐 ㅠㅠ",0,0,0,0,0
음악은 정말 유사한데 무대는 선미가 갑! 안타깝다...,0,0,0,0,0
돈주고 유럽여행을 가라 이딴거보고 대리만족이나 하지말고 그지들아 ㅋㅋ,1,0,0,0,1
쟤도 남자한테 아파트 해오라할 기세네,1,1,0,0,1
헐 주인공인줄 알았는데 죽다니... 김무열때문에 봤는데,0,0,0,0,0
애완견이 아니라 반려견이다,0,0,0,0,0
근데 이게 해롱이가 유통책 잡기위한 함정일수도?,0,0,0,0,0
푸른거탑이 더 잼있는디,0,0,0,0,0
뭔소리??짜쯩지대로드만,1,0,0,0,1
어 너목보에도 나왔는데 좋은 음악 많이 들려 주세요,0,0,0,0,0
짜리몽땅 비율최악ㅋㅋㅋ,1,0,0,0,1
아줌마들 어린 여자 연예인한테 열폭하는거 하루이틀인가 ㅋ,1,1,0,0,1
조지아 입술은 완벽.,0,0,0,0,0
부부사이 니들이 뭘안다고. . 오지랍에 지랄도 풍년이네. 너나잘해.. 말하는 뽄새보면 니도 잘 못할거 같애 . . 남 욕해서 스트레스 풀고 훈계질 하는 어글리 코리안 씹선비질 종특,1,1,0,0,1
이승기 홧팅! 멤버들 모두 홧팅!,0,0,0,0,0
둘이 잘 어울려요~~ 이쁜 연애하시고 앞으로 좋은 모습 기대요~ 두분 작품도 기대할게요,0,0,0,0,0
윤식당이 시청률더 높던데,0,0,0,0,0
"노회장 : 짜아식. 너 명희도 꼼짝못한다며? 너가 내 친딸, 친손주보다 낫다. 너 그냥 내 손주며느리해라. 어이 부회장! 도경이랑 쟤랑 어서 날 잡아.",1,0,0,0,1
샤론이 제일 매력적이다 ㅋㅋㅋㅋㅋ,0,0,0,0,0
"가게 5일 대여면 100-200만원 할거고, 직원이 4명이면 45만원*5 = 180만원대략 300만원 적자부터 깔고 시작이네요. 어떻게 10만원 이익인가요... 기사좀 똑바로 쓰세요.호락호락 하지 않아요.",0,0,0,0,0
